,index,time,players,viewers,event,%chg_players,%chg_viewers
101,667,2015-11-05,26397.0,4164.0,0.0,0.052344123744219484,-0.4338545207341944
102,668,2015-11-06,27157.0,13275.0,0.0,0.02879115050952752,2.188040345821326
103,669,2015-11-07,29720.0,6696.0,0.0,0.09437714033214273,-0.495593220338983
104,670,2015-11-08,29814.0,4445.0,0.0,0.0031628532974428136,-0.33617084826762245
105,671,2015-11-09,37477.0,10685.0,0.0,0.2570269001140404,1.4038245219347583
106,672,2015-11-10,27530.0,6436.0,0.0,-0.2654161218880914,-0.39766027140851656
107,673,2015-11-11,26294.0,9953.0,0.0,-0.04489647657101348,0.5464574269732754
108,674,2015-11-12,25421.0,3888.0,0.0,-0.03320149083441093,-0.6093640108509997
109,675,2015-11-13,26614.0,8608.0,0.0,0.0469297037882066,1.213991769547325
110,676,2015-11-14,27567.0,8166.0,0.0,0.03580822123694305,-0.05134758364312264
111,677,2015-11-15,27917.0,8047.0,0.0,0.01269633982660423,-0.01457261817291211
112,678,2015-11-16,25079.0,5172.0,0.0,-0.10165848765984886,-0.35727600347955757
113,679,2015-11-17,23532.0,9670.0,0.0,-0.06168507516248656,0.8696829079659707
114,680,2015-11-18,24043.0,3557.0,0.0,0.021715111337752946,-0.6321613236814891
115,681,2015-11-19,23932.0,2699.0,0.0,-0.004616728361685363,-0.24121450660669108
116,682,2015-11-20,25238.0,8132.0,0.0,0.05457128530837374,2.0129677658392
117,683,2015-11-21,26006.0,11847.0,0.0,0.030430303510579293,0.45683718642400395
118,684,2015-11-22,26912.0,11832.0,0.0,0.034838114281319665,-0.0012661433274246958
119,685,2015-11-23,24774.0,1888.0,0.0,-0.07944411414982167,-0.8404327248140635
120,686,2015-11-24,23713.0,4053.0,0.0,-0.0428271575038347,1.1467161016949152
121,687,2015-11-25,24963.0,7717.0,0.0,0.05271370134525366,0.9040217123118677
122,688,2015-11-26,27489.0,2512.0,0.0,0.10118976084605213,-0.6744849034598938
123,689,2015-11-27,31841.0,6946.0,0.0,0.15831787260358698,1.7651273885350318
124,690,2015-11-28,32276.0,3032.0,0.0,0.013661631230174942,-0.5634897782896631
125,691,2015-11-29,35289.0,6382.0,0.0,0.09335109679018472,1.1048812664907652
126,692,2015-11-30,32864.0,5490.0,0.0,-0.06871829748646885,-0.13976809777499222
127,693,2015-12-01,37684.0,8188.0,0.0,0.14666504381694256,0.4914389799635701
128,694,2015-12-02,32761.0,2845.0,0.0,-0.13063899798322898,-0.6525403028822667
129,695,2015-12-03,31251.0,4753.0,0.0,-0.046091389151735274,0.6706502636203866
130,696,2015-12-04,33908.0,13409.0,0.0,0.0850212793190619,1.8211655796339152
131,697,2015-12-05,34951.0,5741.0,0.0,0.0307597027250206,-0.5718547244388097
132,698,2015-12-06,35166.0,5465.0,0.0,0.006151469199736859,-0.048075248214596744
133,699,2015-12-07,31143.0,3402.0,0.0,-0.11440027299095712,-0.3774931381518756
134,700,2015-12-08,29014.0,3487.0,0.0,-0.06836207173361586,0.02498530276308064
135,701,2015-12-09,27102.0,6893.0,0.0,-0.06589922106569246,0.9767708632061944
136,702,2015-12-10,27533.0,3584.0,0.0,0.01590288539591178,-0.4800522268968519
137,703,2015-12-11,29301.0,2150.0,0.0,0.06421385246794764,-0.4001116071428571
138,704,2015-12-12,30413.0,9147.0,0.0,0.03795092317668347,3.254418604651163
139,705,2015-12-13,30995.0,15486.0,0.0,0.01913655344753895,0.6930141029845851
140,706,2015-12-14,31702.0,4312.0,0.0,0.022810130666236494,-0.7215549528606483
141,707,2015-12-15,29851.0,3079.0,0.0,-0.058387483439530596,-0.2859461966604824
142,708,2015-12-16,28030.0,1868.0,0.0,-0.061002981474657436,-0.3933095160766482
143,709,2015-12-17,28018.0,3944.0,0.0,-0.0004281127363539028,1.1113490364025695
144,710,2015-12-18,29229.0,11562.0,0.0,0.043222214290812966,1.9315415821501016
145,711,2015-12-19,28809.0,4161.0,0.0,-0.01436929077286253,-0.6401141670991177
146,712,2015-12-20,30657.0,6173.0,0.0,0.06414662084765177,0.48353761115116556
147,713,2015-12-21,30710.0,12192.0,0.0,0.0017288058192255207,0.9750526486311355
