,DateTime,players,viewers,event,%chg_players,%chg_viewers,title
364,2015-12-31,806555,56004,No,-0.11359497624508608,-0.28840436075322096,DOTA 2
365,2016-01-01,908676,60679,No,0.12661380810980027,0.08347618027283765,DOTA 2
366,2016-01-02,967158,60796,No,0.0643595737094409,0.001928179436048616,DOTA 2
367,2016-01-03,936423,95409,No,-0.03177867525264744,0.5693302190933613,DOTA 2
368,2016-01-04,906887,108564,No,-0.031541301313615766,0.1378800742068358,DOTA 2
369,2016-01-05,916418,89983,No,0.01050957837084443,-0.1711524999078884,DOTA 2
370,2016-01-06,907849,96960,No,-0.009350536545550181,0.07753686807508076,DOTA 2
371,2016-01-07,915795,198879,No,0.008752556867937189,1.051144801980198,DOTA 2
372,2016-01-08,971474,224671,No,0.06079854115822858,0.12968689504673692,DOTA 2
373,2016-01-09,1016123,185085,No,0.04596005657382496,-0.1761954146285012,DOTA 2
374,2016-01-10,978404,225445,No,-0.03712050608046469,0.2180619715265959,DOTA 2
375,2016-01-11,868092,92362,No,-0.11274688165624835,-0.590312493069263,DOTA 2
376,2016-01-12,888782,87015,No,0.02383387935840897,-0.05789177367315568,DOTA 2
377,2016-01-13,858890,232820,No,-0.03363254431345364,1.675630638395679,DOTA 2
378,2016-01-14,870706,219489,No,0.013757291387721304,-0.057258826561292,DOTA 2
379,2016-01-15,919812,259720,No,0.056397911579798565,0.18329392361348407,DOTA 2
380,2016-01-16,996761,265211,No,0.08365731258126652,0.021141999075927842,DOTA 2
381,2016-01-17,967204,315083,No,-0.029653046216695844,0.18804649882546354,DOTA 2
382,2016-01-18,885798,82136,No,-0.08416631858429036,-0.7393194808986838,DOTA 2
383,2016-01-19,876166,98311,No,-0.010873810959157737,0.1969294828089998,DOTA 2
384,2016-01-20,880816,102847,No,0.00530721347324592,0.046139292652907615,DOTA 2
385,2016-01-21,884792,108776,No,0.004513996112695429,0.05764874036189682,DOTA 2
386,2016-01-22,946767,93956,No,0.0700447110733371,-0.13624328896080018,DOTA 2
387,2016-01-23,1022688,97424,No,0.08018974045356453,0.036910894461237076,DOTA 2
388,2016-01-24,1003513,86289,No,-0.018749608873869672,-0.11429421908359338,DOTA 2
389,2016-01-25,929946,105854,No,-0.07330946385348269,0.22673805467672592,DOTA 2
390,2016-01-26,880313,105354,No,-0.05337191621879123,-0.004723487067092358,DOTA 2
391,2016-01-27,876146,93539,No,-0.004733543637319926,-0.1121457182451544,DOTA 2
392,2016-01-28,922032,83801,No,0.05237254978051609,-0.10410630859855252,DOTA 2
393,2016-01-29,997689,77670,No,0.08205463584777961,-0.07316141812150212,DOTA 2
394,2016-01-30,1067949,76283,No,0.07042274696824369,-0.01785760267799663,DOTA 2
395,2016-01-31,1047836,146684,No,-0.0188332963465484,0.9228923875568606,DOTA 2
396,2016-02-01,993486,125994,No,-0.05186880389679305,-0.14105151209402522,DOTA 2
397,2016-02-02,945797,146996,No,-0.048001682962819814,0.16669047732431697,DOTA 2
398,2016-02-03,931889,126473,No,-0.014705058273604132,-0.13961604397398564,DOTA 2
399,2016-02-04,965592,147357,No,0.036166324530067406,0.16512615340823733,DOTA 2
400,2016-02-05,1000846,156480,No,0.036510244492497845,0.061910869520959366,DOTA 2
401,2016-02-06,1093897,130217,No,0.09297234539579513,-0.16783614519427403,DOTA 2
402,2016-02-07,1127317,155635,No,0.03055132247368819,0.19519724767119495,DOTA 2
403,2016-02-08,1080658,155743,No,-0.041389422850892865,0.0006939313136504754,DOTA 2
404,2016-02-09,1012750,125652,No,-0.06283949223528629,-0.193209325619771,DOTA 2
405,2016-02-10,934637,129965,No,-0.07712959763021476,0.03432496100340621,DOTA 2
406,2016-02-11,886275,94613,No,-0.05174415307761193,-0.2720116954564691,DOTA 2
407,2016-02-12,925500,144538,No,0.04425827198104426,0.5276759007747349,DOTA 2
408,2016-02-13,1107352,115236,No,0.19649054565099955,-0.20272869418422834,DOTA 2
409,2016-02-14,1170144,163145,No,0.056704643148700606,0.41574681523135126,DOTA 2
410,2016-02-15,1050989,187514,No,-0.10182934749911121,0.14937019216034808,DOTA 2
411,2016-02-16,999717,154842,No,-0.04878452581330539,-0.17423765692161652,DOTA 2
412,2016-02-17,1090386,205840,No,0.09069466659064518,0.32935508453778684,DOTA 2
413,2016-02-18,954507,83291,No,-0.12461550313375258,-0.5953604741546832,DOTA 2
414,2016-02-19,1121480,79918,No,0.17493114246412023,-0.0404965722587074,DOTA 2
415,2016-02-20,1201420,72104,No,0.07128080750436916,-0.09777521960009006,DOTA 2
416,2016-02-21,1196126,73197,No,-0.004406452364701718,0.015158659713746747,DOTA 2
417,2016-02-22,1095546,91046,No,-0.08408813118350411,0.2438487916171428,DOTA 2
418,2016-02-23,1143594,75094,No,0.043857583342004736,-0.17520813654636114,DOTA 2
419,2016-02-24,1098648,68179,No,-0.03930240977129995,-0.09208458731722913,DOTA 2
420,2016-02-25,1024281,213962,No,-0.067689560259519,2.1382390472139514,DOTA 2
421,2016-02-26,1153809,197118,No,0.12645748578759153,-0.07872425944793937,DOTA 2
422,2016-02-27,1165206,215895,No,0.009877718062521579,0.09525766292271642,DOTA 2
423,2016-02-28,1248394,241065,No,0.07139338451741573,0.11658445077468205,DOTA 2
424,2016-02-29,1052123,80090,No,-0.15721879470744016,-0.6677659552402879,DOTA 2
425,2016-03-01,1138653,80772,No,0.08224323581938608,0.008515420152328534,DOTA 2
426,2016-03-02,1081111,244465,No,-0.050535149865674645,2.0266057544693705,DOTA 2
427,2016-03-03,921469,237820,No,-0.14766476337767354,-0.027181805166383688,DOTA 2
428,2016-03-04,1013455,258563,No,0.09982538750625358,0.08722142797073418,DOTA 2
429,2016-03-05,1246426,240050,No,0.22987799162271627,-0.07159957147774432,DOTA 2
430,2016-03-06,1291328,339020,No,0.03602460154072529,0.4122891064361591,DOTA 2
431,2016-03-07,989453,83634,No,-0.23377097065966201,-0.7533065895817356,DOTA 2
432,2016-03-08,1005460,76672,No,0.016177625415254582,-0.08324365688595547,DOTA 2
433,2016-03-09,903254,68664,No,-0.10165098561852282,-0.1044449081803005,DOTA 2
434,2016-03-10,897208,72093,No,-0.006693576779067678,0.049938832576022385,DOTA 2
435,2016-03-11,977257,69264,No,0.08922011395350915,-0.039240980400316205,DOTA 2
436,2016-03-12,1192793,77151,No,0.22055201446497708,0.11386867636867626,DOTA 2
437,2016-03-13,1014433,113813,No,-0.14953139396357962,0.47519798836048777,DOTA 2
438,2016-03-14,885350,68079,No,-0.12724645195887752,-0.4018345883159218,DOTA 2
439,2016-03-15,922669,79009,No,0.04215169142147168,0.1605487742181877,DOTA 2
440,2016-03-16,942661,119478,No,0.021667575262634742,0.5122074700350594,DOTA 2
441,2016-03-17,1004820,65333,No,0.06593992962475381,-0.45317966487554195,DOTA 2
442,2016-03-18,1033078,68936,No,0.028122449792002513,0.05514824055224765,DOTA 2
443,2016-03-19,1086823,218260,No,0.05202414532106969,2.1661251015434604,DOTA 2
444,2016-03-20,991554,294519,No,-0.08765824793917687,0.34939521671401086,DOTA 2
445,2016-03-21,895818,71545,No,-0.09655147374726947,-0.7570784906916023,DOTA 2
446,2016-03-22,923745,76906,No,0.031174859178985104,0.07493186106646177,DOTA 2
447,2016-03-23,920575,82740,No,-0.003431682986105522,0.07585884066262705,DOTA 2
448,2016-03-24,970287,75033,No,0.054001031963718304,-0.09314720812182742,DOTA 2
449,2016-03-25,879819,85948,No,-0.09323839235195364,0.1454693268295284,DOTA 2
450,2016-03-26,1009146,77005,No,0.1469927337327337,-0.10405128682459164,DOTA 2
451,2016-03-27,950291,117400,No,-0.05832159073117271,0.5245763262125835,DOTA 2
452,2016-03-28,900401,119520,No,-0.052499707984185906,0.018057921635434404,DOTA 2
453,2016-03-29,923884,91621,No,0.026080601865168918,-0.23342536813922354,DOTA 2
454,2016-03-30,1028892,86606,No,0.1136592905602869,-0.054736359568221205,DOTA 2
455,2016-03-31,893561,97214,No,-0.13153081178588233,0.1224857400180126,DOTA 2
456,2016-04-01,978016,89459,No,0.09451509186278284,-0.0797724607566811,DOTA 2
457,2016-04-02,1020215,105342,No,0.04314755586820662,0.17754502062397304,DOTA 2
458,2016-04-03,1009641,93642,No,-0.01036448199644191,-0.11106681095859205,DOTA 2
459,2016-04-04,906954,131578,No,-0.10170644813354446,0.4051173618675381,DOTA 2
460,2016-04-05,866902,101081,No,-0.044161004858019215,-0.23177886880785536,DOTA 2
461,2016-04-06,912967,117714,No,0.053137494203497004,0.16455120151165903,DOTA 2
462,2016-04-07,882142,142551,No,-0.033763542384335876,0.21099444416127233,DOTA 2
463,2016-04-08,1092497,94157,No,0.23845934101312483,-0.3394855174639252,DOTA 2
464,2016-04-09,1164041,79803,No,0.06548667868195523,-0.15244750788576522,DOTA 2
465,2016-04-10,1130501,96261,No,-0.028813418084070896,0.20623284838915823,DOTA 2
466,2016-04-11,1003496,142924,No,-0.11234399615745583,0.48475498904021364,DOTA 2
467,2016-04-12,891653,100696,No,-0.1114533590567377,-0.29545772578433294,DOTA 2
468,2016-04-13,942024,81161,No,0.05649170697569561,-0.19399976165885435,DOTA 2
469,2016-04-14,984923,214013,No,0.04553917946888819,1.636894567587881,DOTA 2
470,2016-04-15,926866,205173,No,-0.058945724691168766,-0.04130590197791728,DOTA 2
471,2016-04-16,979987,235747,No,0.05731249177335229,0.14901570869461378,DOTA 2
472,2016-04-17,942751,341103,No,-0.03799642240152168,0.4469028237899104,DOTA 2
473,2016-04-18,837640,133491,No,-0.11149391514832652,-0.6086490004485449,DOTA 2
474,2016-04-19,873649,129851,No,0.04298863473568604,-0.027267755878673472,DOTA 2
475,2016-04-20,866355,173924,No,-0.008348890687221111,0.3394120954016526,DOTA 2
476,2016-04-21,977275,175566,No,0.12803065717863915,0.009440905222970919,DOTA 2
477,2016-04-22,925060,132299,No,-0.05342917807167891,-0.24644293314195231,DOTA 2
478,2016-04-23,1007743,257560,No,0.08938122932566528,0.9468023189895616,DOTA 2
479,2016-04-24,1092606,196565,No,0.0842109545786971,-0.2368186053735052,DOTA 2
480,2016-04-25,872906,89919,No,-0.2010788884556739,-0.542548266476738,DOTA 2
481,2016-04-26,969811,72257,No,0.11101424437453744,-0.19642122354563551,DOTA 2
482,2016-04-27,899369,92526,No,-0.07263477110488537,0.28051261469477007,DOTA 2
483,2016-04-28,871988,148032,No,-0.03044467843565879,0.599896245379677,DOTA 2
484,2016-04-29,916857,180012,No,0.0514559833392203,0.2160343709468222,DOTA 2
485,2016-04-30,944783,160048,No,0.03045840300068603,-0.11090371752994244,DOTA 2
486,2016-05-01,893786,206650,No,-0.05397747419248655,0.29117514745576334,DOTA 2
487,2016-05-02,873719,85321,No,-0.022451683065073724,-0.5871231550931526,DOTA 2
488,2016-05-03,877671,162518,No,0.00452319338368512,0.9047831131843274,DOTA 2
489,2016-05-04,863315,163908,No,-0.01635692645649678,0.008552898755830096,DOTA 2
490,2016-05-05,876961,180358,No,0.015806513265725686,0.10036117822192936,DOTA 2
491,2016-05-06,919529,163560,No,0.048540356982807564,-0.09313698311136742,DOTA 2
492,2016-05-07,941896,89045,No,0.02432440956185178,-0.45558204940083147,DOTA 2
493,2016-05-08,944043,66969,No,0.0022794448644012366,-0.2479195912179235,DOTA 2
494,2016-05-09,874930,135492,No,-0.07320958896999397,1.0232047663844464,DOTA 2
495,2016-05-10,847817,197920,No,-0.03098876481547097,0.46075045021108263,DOTA 2
496,2016-05-11,829995,193747,No,-0.021021045815311612,-0.02108427647534361,DOTA 2
497,2016-05-12,862858,223987,No,0.03959421442297839,0.15607983607488118,DOTA 2
498,2016-05-13,983743,229049,No,0.14009837076320775,0.02259952586534042,DOTA 2
499,2016-05-14,1075307,213766,No,0.09307715531393868,-0.06672371413976919,DOTA 2
500,2016-05-15,1056621,321688,No,-0.017377362929842377,0.5048604548899263,DOTA 2
501,2016-05-16,910008,109438,No,-0.13875646991683865,-0.6598008007759071,DOTA 2
502,2016-05-17,986868,105158,No,0.08446079594904665,-0.039108901843966426,DOTA 2
503,2016-05-18,989222,104267,No,0.0023853240757629735,-0.008472964491527013,DOTA 2
504,2016-05-19,988180,81894,No,-0.0010533530390549606,-0.21457412220549166,DOTA 2
505,2016-05-20,1027366,85765,No,0.03965471877593152,0.047268420152880575,DOTA 2
506,2016-05-21,1073994,126381,No,0.0453859676103745,0.4735731358945956,DOTA 2
507,2016-05-22,1068217,136590,No,-0.005378987219667897,0.08077954755857286,DOTA 2
508,2016-05-23,963981,94495,No,-0.09757942440534084,-0.3081850794348049,DOTA 2
509,2016-05-24,1000686,105244,No,0.03807647661105351,0.1137520503730356,DOTA 2
510,2016-05-25,949238,103218,No,-0.051412730866625456,-0.0192505035916537,DOTA 2
511,2016-05-26,1030731,114462,No,0.08585096677545567,0.10893448817066798,DOTA 2
512,2016-05-27,998972,101384,No,-0.03081211295672681,-0.1142562597193828,DOTA 2
513,2016-05-28,1016949,112162,No,0.01799549937335576,0.10630868776138236,DOTA 2
514,2016-05-29,988129,124392,No,-0.028339670917617354,0.10903871186319791,DOTA 2
515,2016-05-30,962426,77438,No,-0.026011785910544094,-0.37746800437327155,DOTA 2
516,2016-05-31,940251,103777,No,-0.02304073248228955,0.34013016865104984,DOTA 2
517,2016-06-01,921697,76824,No,-0.01973302873381677,-0.25972036192990744,DOTA 2
518,2016-06-02,946165,53846,No,0.026546685081973775,-0.29909923982088926,DOTA 2
519,2016-06-03,971003,222431,No,0.026251235249665772,3.1308732310663743,DOTA 2
520,2016-06-04,984916,216579,No,0.014328483022194582,-0.026309282429157754,DOTA 2
521,2016-06-05,994354,56142,No,0.009582543079815986,-0.740778191791448,DOTA 2
522,2016-06-06,968052,54373,No,-0.026451344289860512,-0.03150938691175942,DOTA 2
523,2016-06-07,945905,381268,No,-0.022877903253130993,6.012083203060342,DOTA 2
524,2016-06-08,970836,483285,No,0.026356769443020234,0.2675729408185319,DOTA 2
525,2016-06-09,968942,310729,No,-0.0019508959288695449,-0.357048118604964,DOTA 2
526,2016-06-10,976803,281690,No,0.008112972706312727,-0.09345442491688905,DOTA 2
527,2016-06-11,982760,343702,No,0.006098466118552137,0.2201427100713551,DOTA 2
528,2016-06-12,1036733,454387,No,0.05491981765639631,0.3220376954454731,DOTA 2
529,2016-06-13,962167,55806,No,-0.07192401515144209,-0.8771839863376373,DOTA 2
530,2016-06-14,1008577,48782,No,0.04823486983028924,-0.12586460237250474,DOTA 2
531,2016-06-15,901222,59193,No,-0.10644204656659828,0.21341888401459563,DOTA 2
532,2016-06-16,884161,54579,No,-0.018930962626300785,-0.07794840606152753,DOTA 2
533,2016-06-17,955263,187177,No,0.08041748052673658,2.429469209769325,DOTA 2
534,2016-06-18,950177,199421,No,-0.005324188207854852,0.06541401988492179,DOTA 2
535,2016-06-19,915821,279421,No,-0.03615747381803602,0.40116136214340514,DOTA 2
536,2016-06-20,889938,88390,No,-0.02826207304702555,-0.6836672977335275,DOTA 2
537,2016-06-21,889602,182988,No,-0.0003775543914295021,1.0702341893879397,DOTA 2
538,2016-06-22,875589,154820,No,-0.01575198796765298,-0.15393359127374473,DOTA 2
539,2016-06-23,941517,128842,No,0.07529560101828592,-0.16779485854540754,DOTA 2
540,2016-06-24,934397,79086,No,-0.0075622638784005325,-0.3861784200804086,DOTA 2
541,2016-06-25,996156,147833,No,0.06609503241127701,0.869268897149938,DOTA 2
542,2016-06-26,1095994,185829,No,0.10022325820453815,0.25701974525308957,DOTA 2
543,2016-06-27,899151,148587,No,-0.17960226059631712,-0.20041005440485604,DOTA 2
544,2016-06-28,941866,173198,No,0.04750592503372619,0.16563360186288167,DOTA 2
545,2016-06-29,934635,117686,No,-0.007677312908630274,-0.32051178420074133,DOTA 2
546,2016-06-30,876437,69444,No,-0.062268158157997466,-0.4099213160443893,DOTA 2
547,2016-07-01,955332,61104,No,0.09001787920865967,-0.12009676861931917,DOTA 2
548,2016-07-02,1034523,70187,No,0.08289369559482984,0.14864820633673737,DOTA 2
549,2016-07-03,1084198,83766,No,0.0480172987937435,0.1934688760026786,DOTA 2
550,2016-07-04,907396,70969,No,-0.16307168985738763,-0.15277081393405434,DOTA 2
551,2016-07-05,938774,61601,No,0.03458027145810649,-0.13200129634065583,DOTA 2
552,2016-07-06,847444,67836,No,-0.09728646085213266,0.10121588935244552,DOTA 2
553,2016-07-07,851606,58889,No,0.004911238972722609,-0.1318916209682175,DOTA 2
554,2016-07-08,902646,49933,No,0.05993381916050389,-0.15208273191937371,DOTA 2
555,2016-07-09,953051,47687,No,0.055841381892790753,-0.04498027356657919,DOTA 2
556,2016-07-10,971591,78459,No,0.01945331362120184,0.6452911695011219,DOTA 2
557,2016-07-11,834216,84814,No,-0.14139179963585502,0.08099771855363946,DOTA 2
558,2016-07-12,868018,60073,No,0.0405194817649146,-0.29170891598085225,DOTA 2
559,2016-07-13,832214,113447,No,-0.041247992553149815,0.8884856757611572,DOTA 2
560,2016-07-14,869082,152968,No,0.04430110524456454,0.34836531596251996,DOTA 2
561,2016-07-15,910739,142870,No,0.047932185915713355,-0.06601380680926727,DOTA 2
562,2016-07-16,972512,166457,No,0.06782733582288669,0.16509414152726265,DOTA 2
563,2016-07-17,883939,172527,No,-0.09107651113816595,0.036465874069579574,DOTA 2
564,2016-07-18,923904,117116,No,0.04521239587799619,-0.32117291786213176,DOTA 2
565,2016-07-19,932897,79183,No,0.009733695275699672,-0.3238925509751016,DOTA 2
566,2016-07-20,940417,63899,No,0.00806091133319109,-0.1930212293042699,DOTA 2
567,2016-07-21,864108,145790,No,-0.08114379046742026,1.281569351633046,DOTA 2
568,2016-07-22,899179,109554,No,0.04058636188994891,-0.248549283215584,DOTA 2
569,2016-07-23,959735,154490,No,0.06734587885170806,0.41017215254577644,DOTA 2
570,2016-07-24,950579,200212,No,-0.009540133474344459,0.29595443070748906,DOTA 2
571,2016-07-25,941567,178271,No,-0.00948053765126311,-0.10958883583401591,DOTA 2
572,2016-07-26,945911,74033,No,0.0046135856503042305,-0.5847165270851681,DOTA 2
573,2016-07-27,922817,45153,No,-0.024414559086425647,-0.39009630840300946,DOTA 2
574,2016-07-28,772739,49307,No,-0.16263029398027995,0.09199831683387583,DOTA 2
575,2016-07-29,1050910,42561,No,0.3599805367659714,-0.13681627355142267,DOTA 2
576,2016-07-30,1028542,42476,No,-0.021284410653623964,-0.0019971335259979517,DOTA 2
577,2016-07-31,982324,47591,No,-0.04493545231988583,0.12042094359167521,DOTA 2
578,2016-08-01,853948,40240,No,-0.13068600583921397,-0.15446197810510387,DOTA 2
579,2016-08-02,857039,326980,No,0.0036196583398520055,7.125745526838966,DOTA 2
580,2016-08-03,847193,410065,No,-0.011488392010165271,0.25409810997614524,DOTA 2
581,2016-08-04,856402,383363,No,0.010870014270656148,-0.06511650591979323,DOTA 2
582,2016-08-05,887038,419037,No,0.035772919726950736,0.09305540701632653,DOTA 2
583,2016-08-06,946299,194342,No,0.06680773540705132,-0.5362175655133079,DOTA 2
584,2016-08-07,908839,41333,No,-0.03958579687815378,-0.7873182328060842,DOTA 2
585,2016-08-08,1007423,471886,No,0.1084724577180336,10.416688844264874,DOTA 2
586,2016-08-09,1016288,395071,No,0.008799679975541652,-0.16278296029125683,DOTA 2
587,2016-08-10,868027,405060,No,-0.14588482792279356,0.02528406286464957,DOTA 2
588,2016-08-11,877254,434174,No,0.010629853679666734,0.07187577149064328,DOTA 2
589,2016-08-12,1025898,398881,No,0.16944237358849312,-0.08128768650356766,DOTA 2
590,2016-08-13,1096936,623824,No,0.06924470074022948,0.5639351084659334,DOTA 2
591,2016-08-14,1117159,563969,No,0.018435897809899515,-0.09594853676678039,DOTA 2
592,2016-08-15,1009525,49035,No,-0.09634617811788648,-0.9130537316767411,DOTA 2
593,2016-08-16,950802,43008,No,-0.058168940838513206,-0.12291220556745186,DOTA 2
594,2016-08-17,937666,41981,No,-0.013815705057414696,-0.023879278273809534,DOTA 2
595,2016-08-18,999632,40204,No,0.06608536515134378,-0.04232867249469996,DOTA 2
596,2016-08-19,1117519,57795,No,0.11793039838660624,0.43754352800716356,DOTA 2
597,2016-08-20,1041687,62162,No,-0.06785745924677788,0.07556016956484135,DOTA 2
598,2016-08-21,1023582,56525,No,-0.01738046073340649,-0.09068241047585346,DOTA 2
599,2016-08-22,1001926,48449,No,-0.02115707388367516,-0.142874834144184,DOTA 2
600,2016-08-23,895178,64543,No,-0.1065427985699543,0.3321843588102953,DOTA 2
601,2016-08-24,992383,73711,No,0.1085873424056445,0.1420448383248376,DOTA 2
602,2016-08-25,951103,54429,No,-0.04159684315430634,-0.26158917936264603,DOTA 2
603,2016-08-26,1007106,58235,No,0.058882161027775215,0.06992595858825257,DOTA 2
604,2016-08-27,1054773,59951,No,0.04733066827126442,0.029466815488967013,DOTA 2
605,2016-08-28,1069334,51695,No,0.013804866070709076,-0.13771246517989688,DOTA 2
606,2016-08-29,1008354,60442,No,-0.057026148986191405,0.16920398491150013,DOTA 2
607,2016-08-30,963143,50147,No,-0.04483643641022894,-0.17032857946461066,DOTA 2
608,2016-08-31,989275,65944,No,0.027132004281814837,0.3150138592537939,DOTA 2
609,2016-09-01,874030,81006,No,-0.1164944024664527,0.22840592017469374,DOTA 2
610,2016-09-02,939022,48766,No,0.07435900369552528,-0.3979952102313409,DOTA 2
611,2016-09-03,1064377,61231,No,0.13349527487108936,0.2556084156994627,DOTA 2
612,2016-09-04,1046892,67263,No,-0.016427450048244197,0.09851219153696666,DOTA 2
613,2016-09-05,961806,60393,No,-0.0812748592978072,-0.10213638999152586,DOTA 2
614,2016-09-06,952043,47044,No,-0.010150695670436694,-0.2210355504777044,DOTA 2
615,2016-09-07,939048,52668,No,-0.013649593558274109,0.11954765751211638,DOTA 2
616,2016-09-08,965343,58004,No,0.02800176348812844,0.10131389078757502,DOTA 2
617,2016-09-09,925155,65446,No,-0.041630798586616335,0.12830149644852074,DOTA 2
618,2016-09-10,1017684,55796,No,0.10001459214942354,-0.1474498059468875,DOTA 2
619,2016-09-11,1047489,73537,No,0.029287087150824842,0.31796186106530944,DOTA 2
620,2016-09-12,949933,73945,No,-0.09313319758011773,0.00554822742292993,DOTA 2
621,2016-09-13,955281,55788,No,0.005629870738252052,-0.2455473662857529,DOTA 2
622,2016-09-14,876337,60129,No,-0.08263955841265558,0.07781243278124328,DOTA 2
623,2016-09-15,877136,46581,No,0.0009117497035957545,-0.22531557152122939,DOTA 2
624,2016-09-16,938429,54805,No,0.06987855931121278,0.1765526716901742,DOTA 2
625,2016-09-17,992073,55209,No,0.05716362132883779,0.007371590183377519,DOTA 2
626,2016-09-18,934347,77466,No,-0.05818725033339278,0.40314079226213106,DOTA 2
627,2016-09-19,876777,78643,No,-0.061615224322441264,0.015193762424805746,DOTA 2
628,2016-09-20,843493,68517,No,-0.03796176222688319,-0.12875907582365886,DOTA 2
629,2016-09-21,839727,58546,No,-0.0044647673424675904,-0.14552592787191498,DOTA 2
630,2016-09-22,871261,65269,No,0.0375526808117399,0.11483278106104611,DOTA 2
631,2016-09-23,982236,53877,No,0.12737285382910524,-0.17453921463481903,DOTA 2
632,2016-09-24,1048369,57313,No,0.06732903294116688,0.06377489466748343,DOTA 2
633,2016-09-25,1025262,51573,No,-0.022040903536827194,-0.10015179802139129,DOTA 2
634,2016-09-26,929709,75258,No,-0.09319861654874562,0.45925193415159105,DOTA 2
635,2016-09-27,823318,60797,No,-0.11443473172788476,-0.19215232932047088,DOTA 2
636,2016-09-28,796064,99044,No,-0.03310264077792546,0.6290935407997105,DOTA 2
637,2016-09-29,823204,78422,No,0.03409273626241105,-0.2082104923064496,DOTA 2
638,2016-09-30,907927,90846,No,0.10291859611955245,0.15842493177934758,DOTA 2
639,2016-10-01,956207,111462,No,0.05317608133693574,0.22693349184333922,DOTA 2
640,2016-10-02,924284,134826,No,-0.03338503064712972,0.20961403886526342,DOTA 2
641,2016-10-03,925861,57164,No,0.0017061855447026986,-0.5760164953347278,DOTA 2
642,2016-10-04,812146,56443,No,-0.12282081219535113,-0.01261283325169682,DOTA 2
643,2016-10-05,846864,62040,No,0.04274847133397186,0.09916198642878649,DOTA 2
644,2016-10-06,846536,89703,No,-0.0003873113038220799,0.44588974854932295,DOTA 2
645,2016-10-07,1005075,76581,No,0.18727969040891357,-0.14628273301896255,DOTA 2
646,2016-10-08,1080120,72863,No,0.0746660696962913,-0.048549901411577334,DOTA 2
647,2016-10-09,1124393,91965,No,0.04098896418916409,0.26216323785734863,DOTA 2
648,2016-10-10,1013684,52781,No,-0.09846112524713335,-0.4260751372804872,DOTA 2
649,2016-10-11,869275,68001,No,-0.14245958306533402,0.28836134214963716,DOTA 2
650,2016-10-12,871250,58506,No,0.002272008282764304,-0.1396302995544183,DOTA 2
651,2016-10-13,899020,70038,No,0.031873744619799194,0.19710798892421288,DOTA 2
652,2016-10-14,979648,61213,No,0.08968432292941197,-0.12600302692823895,DOTA 2
653,2016-10-15,1073189,76907,No,0.09548429640033973,0.2563834479604006,DOTA 2
654,2016-10-16,1141191,77548,No,0.06336442136473641,0.008334741961069758,DOTA 2
655,2016-10-17,986810,85964,No,-0.1352805972006439,0.10852633207819662,DOTA 2
656,2016-10-18,844890,92099,No,-0.14381694551129398,0.07136708389558422,DOTA 2
657,2016-10-19,844007,77204,No,-0.0010451064635632612,-0.16172814037068806,DOTA 2
658,2016-10-20,883446,89181,No,0.046728285428912386,0.15513444899228013,DOTA 2
659,2016-10-21,936017,72221,No,0.059506749705132034,-0.1901750372837263,DOTA 2
660,2016-10-22,1082337,84355,No,0.1563219471441224,0.16801207405048402,DOTA 2
661,2016-10-23,1038782,109831,No,-0.0402416252978508,0.30200936518285815,DOTA 2
662,2016-10-24,925082,80258,No,-0.10945511185214996,-0.2692591344884413,DOTA 2
663,2016-10-25,849224,88266,No,-0.0820013793371831,0.0997782152558,DOTA 2
664,2016-10-26,835726,66384,No,-0.01589451075334658,-0.24790972741485962,DOTA 2
665,2016-10-27,841845,130775,No,0.007321777711833732,0.9699777054711978,DOTA 2
666,2016-10-28,898644,145584,No,0.06746966484329064,0.11324029822213721,DOTA 2
667,2016-10-29,972484,184048,No,0.08216824459964123,0.2642048576766678,DOTA 2
668,2016-10-30,996442,217120,No,0.024635880898811635,0.17969225419455803,DOTA 2
669,2016-10-31,869077,98673,No,-0.12781978278715667,-0.5455370302137067,DOTA 2
670,2016-11-01,863536,88645,No,-0.006375729653413931,-0.10162861167695314,DOTA 2
671,2016-11-02,858232,98442,No,-0.006142187471049221,0.11051948784477417,DOTA 2
672,2016-11-03,894056,102380,No,0.04174162697266004,0.04000325064504984,DOTA 2
673,2016-11-04,992486,99673,No,0.11009377488658423,-0.02644071107638213,DOTA 2
674,2016-11-05,1007270,85770,No,0.014895928003014758,-0.13948611961112845,DOTA 2
675,2016-11-06,989444,155144,No,-0.017697340335758982,0.8088375889005479,DOTA 2
676,2016-11-07,867157,81770,No,-0.12359163328091327,-0.472941267467643,DOTA 2
677,2016-11-08,838370,84801,No,-0.033196987396745925,0.03706738412620769,DOTA 2
678,2016-11-09,821215,64478,No,-0.020462325703448303,-0.23965519274536862,DOTA 2
679,2016-11-10,826504,90747,No,0.006440457127548704,0.4074102794751697,DOTA 2
680,2016-11-11,902780,114420,No,0.09228751463997753,0.26086812787199576,DOTA 2
681,2016-11-12,994439,100779,No,0.10152971931146015,-0.11921866806502357,DOTA 2
682,2016-11-13,925056,124644,No,-0.06977099651160101,0.23680528681570556,DOTA 2
683,2016-11-14,837416,53095,No,-0.0947402103224021,-0.574026828407304,DOTA 2
684,2016-11-15,831356,54865,No,-0.007236546710356673,0.03333647236086268,DOTA 2
685,2016-11-16,830947,136024,No,-0.0004919673401045932,1.4792490658890003,DOTA 2
686,2016-11-17,861867,123881,No,0.03721055614858715,-0.08927101099805912,DOTA 2
